burn_events,date,mint_events,net_liquidity_change,pool_address,swap_events,total_liquidity_added,total_liquidity_removed,total_trading_volume,liquidity_change,liquidity_change_rate,TVL_change_rate,fee_revenue,utilization_rate,health_score
213,2025-02-05 00:00:00+00:00,197,-263576039521018270,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9551,55562.88153355144,55563.14510959096,168700.05302902532,-0.26357603952055797,-83.51961683957187,-15.07923877778179,506.10015908707595,303.6200578027193,53.18559556786704
244,2025-02-04 00:00:00+00:00,236,4196772003228272916,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12530,53124.32492289112,53120.12815088788,275690.0579921229,4.196772003240767,-1692.2433658517107,-4.388823155594979,827.0701739763687,518.9525860183285,81.4404432132964
248,2025-02-03 00:00:00+00:00,195,12127565865159449631,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,15006,30523.911623535456,30511.78405767029,576458.8258314825,12.127565865164797,188.97366489768407,-42.542495047531816,1729.3764774944477,1888.548338565507,97.78393351800554
209,2025-02-02 00:00:00+00:00,192,-4104152944038992158,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,10310,38486.09293896353,38490.19709190757,142868.56781451526,-4.104152944040834,-133.84152260784333,26.085062142850756,428.6057034435458,371.22128255808053,70.6371191135734
153,2025-02-01 00:00:00+00:00,143,-1332074340847467936035,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6300,35086.514417280385,36418.58875812786,79993.01347626254,-1332.0743408474736,32356.74220746634,-8.833264855111834,239.9790404287876,227.98791730895144,33.795013850415515
143,2025-01-31 00:00:00+00:00,133,1360890727601384303092,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6968,31645.42571298493,30284.53498538355,146354.84952133227,1360.8907276013779,-202.16327166361987,-9.807439585964383,439.0645485639968,462.4834276167729,57.06371191135734
155,2025-01-30 00:00:00+00:00,156,176197831379748194,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5970,40888.138462258,40887.96226442663,70295.46714723871,0.17619783137342893,-99.98705275685992,29.207105106127717,210.88640144171615,171.92141728859897,49.307479224376735
133,2025-01-29 00:00:00+00:00,133,21168793137809078,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6652,38527.70349315245,38527.68232435932,67909.06958611649,0.02116879312961828,-87.98578111625352,-5.7729088627606835,203.72720875834946,176.26036184115154,30.193905817174517
131,2025-01-28 00:00:00+00:00,126,-50075539366569956,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6207,22343.79432416929,22343.84439970865,55504.4281670284,-0.050075539362296695,-336.55358647835993,-42.00590147258462,166.51328450108522,248.41093397905678,6.64819944598338
182,2025-01-27 00:00:00+00:00,169,-2193499300339681021,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8744,34174.93606999932,34177.12956929966,129145.29394375611,-2.1934993003378622,4280.380777265098,52.950459416967874,387.4358818312684,377.89476380945484,77.5623268698061
134,2025-01-26 00:00:00+00:00,142,-1255887004542726925,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5155,33797.60220977146,33798.858096776,113977.0922773602,-1.2558870045395452,-42.74504649506375,-1.1041245533129351,341.93127683208064,337.23425576151527,49.584487534626035
122,2025-01-25 00:00:00+00:00,121,171977707276301487,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4624,27750.797778218515,27750.62580051124,71886.46532549952,0.17197770727580064,-113.69372456711216,-17.891223152525036,215.65939597649856,259.042878334557,25.761772853185594
134,2025-01-24 00:00:00+00:00,143,3058976802554082635,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6342,28720.119538588508,28717.06056178596,170098.71056348688,3.058976802549296,1678.705421187884,3.4929509706953743,510.29613169046064,592.2632401823444,73.13019390581718
118,2025-01-23 00:00:00+00:00,146,1492877942693645406,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7643,23432.815620156987,23431.32274221429,297268.9722746549,1.4928779426954861,-51.196820405720345,-18.409755959850614,891.8069168239647,1268.6011663871204,91.41274238227147
92,2025-01-22 00:00:00+00:00,106,-7291267450064945655,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6139,19848.22306284408,19855.514330294147,135884.63483823644,-7.291267450065789,-588.4034549335588,-15.29731900518787,407.6539045147093,684.618640207711,62.04986149584487
102,2025-01-21 00:00:00+00:00,133,10883558282504896218,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7444,20661.83828911748,20650.95473083497,238974.69732662005,10.88355828251224,-249.26840027537378,4.099184212598295,716.9240919798601,1156.5993982853267,89.75069252077562
73,2025-01-20 00:00:00+00:00,65,9131776362048828715,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7911,10475.2999476224,10466.16817126035,308040.51558794273,9.131776362050005,-16.095672710982846,-49.301219954181406,924.1215467638282,2940.636708525557,97.50692520775624
87,2025-01-19 00:00:00+00:00,63,-4245222277644693214,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8142,9185.935308421267,9190.180530698912,218540.0176602632,-4.245222277644643,-146.488460835364,-12.308617850067217,655.6200529807896,2379.0720304759298,95.84487534626038
86,2025-01-18 00:00:00+00:00,83,3390691799789765432,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7292,17549.578922674496,17546.188230874704,112661.8289933488,3.3906917997919663,-179.87077184738624,91.04836179921499,337.9854869800464,641.9631461800311,88.9196675900277
103,2025-01-17 00:00:00+00:00,106,-23554439846423140595,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5588,21669.59409496021,21693.14853480664,78707.68219375159,-23.554439846429887,-794.6794706577299,23.476433197850422,236.12304658125478,363.21715048671336,54.57063711911358
61,2025-01-16 00:00:00+00:00,70,-1491353517670805214,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5403,14350.992112684346,14352.483466202017,49340.36003323164,-1.4913535176710866,-93.66848234390457,-33.77359977397077,148.02108009969493,343.81149153877243,11.357340720221606
109,2025-01-15 00:00:00+00:00,95,-815465157639318815,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5505,15404.603272409584,15405.418737567225,54557.44170428143,-0.815465157640574,-45.32046573947047,7.341730463317497,163.6723251128443,354.1632376991918,40.99722991689751
103,2025-01-14 00:00:00+00:00,98,419504397103750947,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5034,19540.05389219166,19539.634387794555,39862.175817847696,0.4195043971049017,-151.44357096981,26.845550947675978,119.58652745354308,204.0023842195077,42.10526315789473
187,2025-01-13 00:00:00+00:00,154,-415534792620803377,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8253,30168.35113372584,30168.766668518467,102206.94108328804,-0.41553479262802284,-199.0537394830009,54.39236401380305,306.62082324986415,338.78862199077474,74.51523545706371
83,2025-01-12 00:00:00+00:00,89,644483814396792922,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,3972,24998.012578095477,24997.368094281075,28325.40217297265,0.6444838144016103,-255.09743728692706,-17.13828685138291,84.97620651891795,113.31061653194301,7.479224376731302
100,2025-01-11 00:00:00+00:00,94,-4373834873236358108,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4174,29163.415524122207,29167.789358995444,24637.104454808567,-4.373834873236774,-778.6570547621569,16.662936435501543,73.9113133644257,84.47948915458907,28.254847645429365
124,2025-01-10 00:00:00+00:00,115,6248059862537018419,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5620,13529.297785241566,13523.049725379027,57255.4173586064,6.248059862538867,-242.85084013505767,-53.608665027417814,171.7662520758192,423.19578050136107,6.9252077562326875
126,2025-01-09 00:00:00+00:00,117,-3285258788022473384,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6926,14533.430993054815,14536.71625184284,70722.48362419008,-3.2852587880242936,-152.58046274046654,7.421916671156481,212.16745087257024,486.6193238058287,50.13850415512465
124,2025-01-08 00:00:00+00:00,112,-27635944078288704,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6285,26631.171154221374,26631.19879016545,75970.70872080592,-0.027635944075882435,-99.15878943306922,83.24077203069106,227.91212616241776,285.2698752182501,77.8393351800554
89,2025-01-07 00:00:00+00:00,87,26695499797003172572,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5681,16294.41004189824,16267.714542101236,84485.57255747908,26.69549979700423,-96697.02496033447,-38.81451946841861,253.45671767243726,518.4942096107753,29.085872576177284
102,2025-01-06 00:00:00+00:00,90,-27354874123818657,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5050,19449.25528371091,19449.282638585035,87084.19069492504,-0.027354874124284834,-100.1024699830769,19.36151866622071,261.2525720847751,447.75077207125537,58.17174515235457
75,2025-01-05 00:00:00+00:00,63,-2429942182498829329,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,3952,17911.87078688386,17914.30072906636,21913.350164696127,-2.4299421824980527,8783.031855521584,-7.904593129149973,65.74005049408838,122.3398182435661,10.249307479224377
75,2025-01-04 00:00:00+00:00,76,-3585003502615709527,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4209,27293.449914863788,27297.034918366404,29196.663353643657,-3.5850035026160185,47.53451865799245,52.37632204699509,87.58999006093097,106.97315086482855,49.86149584487535
85,2025-01-03 00:00:00+00:00,71,-2297336661668328575,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5418,28758.7276686393,28761.02500530097,44112.15650917066,-2.2973366616679414,-35.9181473604824,5.368605868243637,132.33646952751198,153.38702399297694,29.6398891966759
80,2025-01-02 00:00:00+00:00,87,968982450890645693,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4683,23062.329754557504,23061.36077210661,60106.88950973154,0.9689824508932361,-142.17851336554753,-19.807544964145208,180.32066852919462,260.62800310906755,18.282548476454295
62,2025-01-01 00:00:00+00:00,60,1573701052805023923,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4209,21905.19678368696,21903.623082634156,35771.85186567303,1.5737010528027895,62.407590700131486,-5.017415773624845,107.3155555970191,163.30303817362974,16.62049861495845
83,2024-12-31 00:00:00+00:00,96,-1447976444405001907,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5916,19073.76416382492,19075.212140269326,95009.96505780476,-1.4479764444076864,-192.0108963407513,-12.92584881944836,285.0298951734143,498.1185897118282,45.15235457063712
99,2024-12-30 00:00:00+00:00,122,-100966801936241916,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7006,36924.08845656853,36924.18942337046,141207.77622451328,-0.10096680193237262,-93.02704112885797,93.58574500254295,423.62332867353985,382.4272504129846,88.36565096952909
70,2024-12-29 00:00:00+00:00,86,388613539971294265,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4538,28778.819912762287,28778.43129922232,27325.772943947894,0.38861353996617254,-484.89239287430854,-22.05949797078134,81.97731883184368,94.95098487978646,5.8171745152354575
85,2024-12-28 00:00:00+00:00,74,43072621319346449,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4110,17795.80704755537,17795.76397493405,27246.45298937844,0.043072621319879545,-88.91633541033366,-38.16352754734178,81.73935896813532,153.10602613620335,2.21606648199446
99,2024-12-27 00:00:00+00:00,85,217249032923880252,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5588,16431.987826921842,16431.770577888918,60686.47283753464,0.21724903292488307,404.3784805003612,-7.663710990959949,182.0594185126039,369.31911997955063,36.288088642659275
72,2024-12-26 00:00:00+00:00,65,-102440757811878821,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5488,13369.740906922209,13369.84334768002,52995.13143212392,-0.10244075781156425,-147.15360820362528,-18.635888440609172,158.98539429637177,396.3811400764363,26.869806094182824
73,2024-12-25 00:00:00+00:00,67,-301817728779380676,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4721,10847.053536037072,10847.355353765854,41570.03933009563,-0.30181772878131596,194.6266068594473,-18.868633195270146,124.71011799028689,383.2380765153214,22.160664819944596
87,2024-12-24 00:00:00+00:00,90,1826767286113043362,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5783,26094.660343315543,26092.83357602944,59256.853032914805,1.826767286103859,-705.2551298030128,140.5691117557545,177.77055909874443,227.08420900406222,88.64265927977839
107,2024-12-23 00:00:00+00:00,99,-15190075961614013260,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7595,25907.66311389116,25922.85318985277,93052.78216389036,-15.190075961607363,-931.527697980888,-0.7166110881082322,279.15834649167107,359.17088220124856,45.98337950138504
109,2024-12-22 00:00:00+00:00,103,390342111830358250,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6387,20729.12876405905,20728.73842194721,58237.62870787015,0.3903421118375263,-102.5697179712867,-19.98842708069447,174.71288612361045,280.9458582207505,19.667590027700832
86,2024-12-21 00:00:00+00:00,80,18342074130435303793,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7024,11128.900401267256,11110.558327136823,68312.45176950871,18.342074130432593,4598.973944698847,-46.312744119941186,204.93735530852615,613.8293030435417,22.437673130193904
133,2024-12-20 00:00:00+00:00,128,-13253301599892739919,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9364,31116.28246409249,31129.535765692377,153933.3609808544,-13.2533015998888,-172.25628631551183,179.59889424968932,461.8000829425632,494.7035725057778,96.95290858725761
115,2024-12-19 00:00:00+00:00,97,9216276262152134742,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8406,25757.311153530078,25748.09487726792,174221.3084271224,9.216276262159226,-169.53947431662274,-17.222402183636643,522.6639252813671,676.3955577065159,68.69806094182826
88,2024-12-18 00:00:00+00:00,84,-3919415317166986467,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7293,22617.62750603568,22621.54692135285,140216.8380829344,-3.9194153171702055,-142.52710319961642,-12.1894852641251,420.65051424880323,619.9449435866628,62.32686980609419
55,2024-12-17 00:00:00+00:00,65,17210738764591276202,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5574,13080.236553111245,13063.02581434665,86578.63022983402,17.21073876459377,-539.1149539370537,-42.167954841325916,259.73589068950207,661.9041626524756,34.07202216066482
87,2024-12-16 00:00:00+00:00,83,-12139076121719347000,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6421,31777.93293641565,31790.072012537377,120442.96468637975,-12.139076121726248,-170.53198754430557,142.94616391212745,361.32889405913926,379.01447185810866,93.07479224376732
84,2024-12-15 00:00:00+00:00,64,1742851704528046354,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4443,28548.978613981897,28547.23576227737,44777.50920680683,1.7428517045264016,-114.3573669614534,-10.160995458372192,134.3325276204205,156.84452257383734,15.23545706371191
62,2024-12-14 00:00:00+00:00,52,7072708568577069822,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4728,25683.740353926045,25676.667645357476,49715.72300106255,7.072708568568487,305.81241365514853,-10.03621985499894,149.14716900318766,193.56885841381336,19.94459833795014
42,2024-12-13 00:00:00+00:00,34,1801881333009186486,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5121,16427.682119462042,16425.880238129037,71280.2727980041,1.80188133300544,-74.52346133681938,-36.03859136914656,213.84081839401227,433.9034093772586,21.60664819944598
56,2024-12-12 00:00:00+00:00,65,7177066953074889711,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6034,15092.02418339105,15084.847116437972,108057.90122467438,7.177066953077883,298.3096345810368,-8.130531905585304,324.17370367402316,715.9934274661008,60.11080332409973
46,2024-12-11 00:00:00+00:00,50,131785386039164268,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5554,7602.309942312205,7602.178156926166,59584.82649960031,0.13178538603915513,-98.1637988484608,-49.62696951759038,178.75447949880095,783.7726553079456,25.20775623268698
55,2024-12-10 00:00:00+00:00,54,-1225789809314168118,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6475,7620.048588517186,7621.2743783265,108087.05088971756,-1.2257898093139374,-1030.1409254511266,0.23333232056552689,324.2611526691527,1418.4561900641454,80.33240997229917
75,2024-12-09 00:00:00+00:00,47,-912033338537777200,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6572,12392.408110229671,12393.320143568208,108958.4442869536,-0.9120333385362756,-25.59627012670862,62.62899069835404,326.8753328608608,879.2354425207375,85.3185595567867
74,2024-12-08 00:00:00+00:00,72,-19766102988388284726,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4172,11638.694943115224,11658.461046103612,20077.115698605507,-19.7661029883875,2067.256629029611,-6.082055726459434,60.231347095816524,172.50315260201884,12.742382271468145
81,2024-12-07 00:00:00+00:00,68,16885828451251029712,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4370,11726.686527087904,11709.800698636653,39603.0286417748,16.885828451251655,-185.42821243606798,0.7560262074291391,118.8090859253244,337.7171253814478,33.2409972299169
104,2024-12-06 00:00:00+00:00,79,-10238187809340987111,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5924,7968.391729987514,7978.629917796855,113230.67878565357,-10.23818780934107,-160.6318359735685,-32.04907702119407,339.6920363569607,1420.9978954665548,71.74515235457064
95,2024-12-05 00:00:00+00:00,83,4507817168850578307,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6071,11758.865324487708,11754.357507318857,152124.5747852915,4.507817168851034,-144.02944400705576,47.568866126843055,456.3737243558745,1293.7011402664316,91.96675900277008
79,2024-12-04 00:00:00+00:00,58,4707253054867956983,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5668,5759.018546620511,5754.311293565641,86616.01531194395,4.707253054870307,4.424223045188547,-51.02402835903377,259.84804593583186,1504.0065353283449,62.603878116343495
40,2024-12-03 00:00:00+00:00,34,-66673456452121796,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5686,7086.010294548693,7086.076968005144,85970.03546954379,-0.0666734564510989,-101.41639838933484,23.041977329746288,257.91010640863135,1213.2361074281955,80.05540166204986
44,2024-12-02 00:00:00+00:00,43,-4434944019201375793,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5433,8211.668814343086,8216.103758362284,95391.36548536504,-4.434944019198156,6551.738570732312,15.885646125300834,286.1740964560951,1161.6562679530825,78.39335180055402
62,2024-12-01 00:00:00+00:00,46,5277677809704157782,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4843,8281.53089596119,8276.253218151485,45424.48909515207,5.277677809704983,-219.00212915560527,0.8507659429235481,136.2734672854562,548.5035274976162,42.93628808864266
85,2024-11-30 00:00:00+00:00,70,160819757982233319,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5312,9381.370986748008,9381.210166990026,47444.68870379081,0.16081975798260828,-96.95283107872025,13.28063741600236,142.33406611137244,505.7329975630482,47.92243767313019
95,2024-11-29 00:00:00+00:00,72,2212930753038373291,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4845,14857.043811446943,14854.830880693904,38954.783255990944,2.2129307530394726,1276.0316398926482,58.367511874690734,116.86434976797284,262.19740447946555,63.1578947368421
94,2024-11-28 00:00:00+00:00,71,-8244911617939746366,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5319,20935.94661934356,20944.19153096149,67553.84293883762,-8.244911617930484,-472.5788349502601,40.915964744029274,202.66152881651288,322.66915925560266,62.880886426592795
153,2024-11-27 00:00:00+00:00,128,308085291040270382,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6211,21329.0523327902,21328.74424749916,115913.22226801162,0.3080852910425165,-103.73667184463824,1.8776591314167534,347.73966680403487,543.4522849841412,60.94182825484764
73,2024-11-26 00:00:00+00:00,71,-674675580365357785,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5936,16666.95882805423,16667.63350363459,113992.1159921415,-0.6746755803615088,-318.9898706551368,-21.85794957973217,341.9763479764245,683.9407066888963,51.24653739612188
133,2024-11-25 00:00:00+00:00,110,-19459310929451052946,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6745,22941.902581592607,22961.361892522065,172168.07214759928,-19.459310929458297,2784.247110149072,37.64900254614081,516.5042164427979,750.4524593602713,84.48753462603878
65,2024-11-24 00:00:00+00:00,63,-345130388651879013,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5303,18576.008599663663,18576.35373005232,68392.7008247172,-0.34513038865770795,-98.22639974298764,-19.03021759595436,205.17810247415161,368.177590238387,30.47091412742382
77,2024-11-23 00:00:00+00:00,59,-4099907654494519650,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5989,9808.01657571419,9812.116483368682,102787.46259458212,-4.099907654492199,1087.930066209959,-47.20062427247276,308.3623877837464,1047.9943809342253,48.75346260387812
97,2024-11-22 00:00:00+00:00,71,3470324924086255454,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5801,16469.282738314734,16465.812413390646,95357.8022593141,3.470324924088345,-184.6439777804744,67.9165467470215,286.07340677794235,579.0039783424828,80.88642659279779
129,2024-11-21 00:00:00+00:00,103,-2701954950835017387,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6555,16755.617078948526,16758.31903389936,153485.77317373906,-2.7019549508331693,-177.85884635983973,1.7385963018756945,460.4573195212172,916.0257867588534,77.28531855955679
82,2024-11-20 00:00:00+00:00,91,-5443120630228365619,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5227,40426.040401574,40431.48352220423,107881.7186318042,-5.443120630232443,101.45119845739892,141.26858599773442,323.6451558954126,266.8619472997009,92.24376731301939
61,2024-11-19 00:00:00+00:00,67,4792537251502091020,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5258,11656.29528072533,11651.50274347383,108632.13400237956,4.792537251500107,-188.04760315031723,-71.16636909047493,325.8964020071387,931.9610681278123,33.51800554016621
64,2024-11-18 00:00:00+00:00,54,-4425501934667156028,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5718,10023.032946666195,10027.458448600864,153461.21295867694,-4.425501934669228,-192.3415239659119,-14.011847630180341,460.38363887603083,1531.0855883170607,83.65650969529086
