burn_events,date,mint_events,net_liquidity_change,pool_address,swap_events,total_liquidity_added,total_liquidity_removed,total_trading_volume
70,2024-06-07 00:00:00+00:00,60,3264035739559511899,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5885,15129.909237306072,15126.645201566513,55288.870711753516
58,2024-06-06 00:00:00+00:00,55,2427919453767302565,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5069,17532.11751925405,17529.68959980028,40908.42090197503
53,2024-06-05 00:00:00+00:00,49,720183081469634769,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5511,15074.445704569936,15073.72552148847,50595.52363313577
67,2024-06-04 00:00:00+00:00,59,-1704161781353907740,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5461,26334.06509803752,26335.76925981887,55117.626895171124
63,2024-06-03 00:00:00+00:00,61,297847535478059245,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5146,23392.913837363496,23392.615989828017,49956.88258497633
56,2024-06-02 00:00:00+00:00,50,-2598580896264175327,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,4921,6275.188172995752,6277.786753892016,39403.538024687026
72,2024-06-01 00:00:00+00:00,72,2883675881155834599,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5018,21668.83902183682,21665.955345955663,30448.111013022775
85,2024-05-31 00:00:00+00:00,75,-1734426161400735416030,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5984,21649.933888161722,23384.360049562456,139043.74617039473
103,2024-05-30 00:00:00+00:00,95,1733680418925435518871,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6096,41840.39968769367,40106.71926876823,108746.64449104173
79,2024-05-29 00:00:00+00:00,89,-667775087293451354,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6863,24946.020122958143,24946.687898045442,266365.3292616903
107,2024-05-28 00:00:00+00:00,108,545463515143496575,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6407,18787.92921669251,18787.383753177368,81170.33505187949
127,2024-05-27 00:00:00+00:00,115,-939348007814727174,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6778,26096.883686926412,26097.823034934227,89804.65303084695
137,2024-05-26 00:00:00+00:00,121,-1707007688193305165505,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7009,39802.832107057766,41509.83979525108,187856.90521691155
79,2024-05-25 00:00:00+00:00,90,243238288251980799,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6046,22703.630277662916,22703.387039374662,41983.147860352175
151,2024-05-24 00:00:00+00:00,140,1708696227688837857428,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7887,30098.616432777657,28389.920205088823,148175.5492154416
202,2024-05-23 00:00:00+00:00,177,-911017644771949456,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9914,40613.96530680811,40614.876324452875,342803.5334281128
142,2024-05-22 00:00:00+00:00,121,692902830793743111,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7854,40266.581569339,40265.88866650821,142405.02259295373
274,2024-05-21 00:00:00+00:00,220,-32642972996867258239,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9986,58298.873714655274,58331.516687652154,229847.4734128288
208,2024-05-20 00:00:00+00:00,163,6822923649820565287,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9249,34851.80782252413,34844.98489887432,187721.40353933818
117,2024-05-19 00:00:00+00:00,117,-2204355594704651959,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6377,29124.347598035187,29126.55195362989,40187.3699807181
127,2024-05-18 00:00:00+00:00,111,-2660473012202349092,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6579,50252.22698740843,50254.887460420636,33687.078690209804
179,2024-05-17 00:00:00+00:00,167,-1238790628865883354,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7345,56311.04848109405,56312.28727172292,67333.31540752729
129,2024-05-16 00:00:00+00:00,131,-11028074453519193875,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7010,45889.732700537425,45900.760774990944,54951.875892854645
128,2024-05-15 00:00:00+00:00,123,37687708068743575725,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7768,35736.68201182056,35698.99430375181,61399.72755442281
156,2024-05-14 00:00:00+00:00,151,-628047483878124732,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7197,52874.38685427005,52875.01490175392,56470.83090623556
127,2024-05-13 00:00:00+00:00,124,-1662139617302423753,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7194,40840.524135983644,40842.18627560094,50825.99670749792
67,2024-05-12 00:00:00+00:00,76,-3583662948587506327,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5344,25180.1671853776,25183.75084832618,16845.88696621136
87,2024-05-11 00:00:00+00:00,85,-4779333668864501382,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5159,22563.240805111884,22568.020138780743,29509.496390525328
126,2024-05-10 00:00:00+00:00,115,-6991014056102180022,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7195,39249.27195275285,39256.26296680895,67766.62719866977
123,2024-05-09 00:00:00+00:00,117,-12335887161889883792,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7661,50420.27198194586,50432.60786910775,59986.16811805289
158,2024-05-08 00:00:00+00:00,148,-10579545122452380928,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7660,58665.06782071211,58675.64736583456,99815.0341585673
104,2024-05-07 00:00:00+00:00,100,25972446384922494553,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7055,37602.82228849578,37576.84984211085,73092.52401773422
110,2024-05-06 00:00:00+00:00,111,-353455126967648062,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7666,28962.427559425025,28962.781014551998,71482.5327557018
84,2024-05-05 00:00:00+00:00,78,-19675702838395029568,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5914,27088.920899299905,27108.596602138296,48059.13948805681
91,2024-05-04 00:00:00+00:00,88,23824880577572088217,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5921,23013.67050136216,22989.84562078459,41113.149999245965
142,2024-05-03 00:00:00+00:00,124,1695494054536778031,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7007,32642.361380319322,32640.665886264786,64405.29088191337
109,2024-05-02 00:00:00+00:00,117,4408823247410660655,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6960,28430.7265167793,28426.317693531888,105739.25150188373
183,2024-05-01 00:00:00+00:00,184,-18774266366327569439,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9583,44323.9827018528,44342.75696821913,154041.96313619876
157,2024-04-30 00:00:00+00:00,133,-2937404219370475230,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8333,33720.95856410011,33723.895968319484,113394.9268253656
112,2024-04-29 00:00:00+00:00,109,8449370375529517468,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6490,20421.147073520657,20412.697703145128,85310.83063958719
148,2024-04-28 00:00:00+00:00,129,6630691028654685552,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5701,36330.45976150261,36323.82907047394,65903.36310158884
89,2024-04-27 00:00:00+00:00,84,1350656020529744163,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6503,14327.924615426447,14326.573959405921,58237.790822499956
86,2024-04-26 00:00:00+00:00,66,1708523988910152179,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6435,14907.437008153544,14905.728484164636,54333.02902911967
409,2024-04-25 00:00:00+00:00,100,-4149717664541353458,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6635,26426.3730200231,26430.522737687646,77279.16423901633
89,2024-04-24 00:00:00+00:00,93,5038591085196728819,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6662,14312.937077728948,14307.898486643751,74182.19804999686
95,2024-04-23 00:00:00+00:00,89,-2247786250251804659,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6795,20097.221437280998,20099.469223531247,58713.71160907124
131,2024-04-22 00:00:00+00:00,115,262722065080674349,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6591,31776.051995162936,31775.789273097853,73359.31397289832
90,2024-04-21 00:00:00+00:00,78,1611377821434721364,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5572,15577.971480499411,15576.360102677978,51379.424317545265
96,2024-04-20 00:00:00+00:00,101,-139369873741230465,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6050,23911.15378310764,23911.293152981376,58762.75505568833
90,2024-04-19 00:00:00+00:00,95,312384347531907304,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8980,19485.25033958897,19484.93795524144,144555.89352541178
82,2024-04-18 00:00:00+00:00,75,1861535326566493391,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7213,13859.323819185629,13857.462283859059,96729.1141823714
88,2024-04-17 00:00:00+00:00,75,-2453682473405996634,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7080,14093.419807975955,14095.873490449363,103135.37005141452
99,2024-04-16 00:00:00+00:00,94,-1493869114639643760,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8020,17174.306537075543,17175.800406190185,117459.79970126586
128,2024-04-15 00:00:00+00:00,129,-265122762932212530,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8632,34134.09904872545,34134.364171488385,158563.99654706538
191,2024-04-14 00:00:00+00:00,173,3158229771290180775,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,10197,40312.209409679366,40309.05117990808,178524.94873687145
102,2024-04-13 00:00:00+00:00,94,-8290294846024298127,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8750,12380.837819591887,12389.128114437912,198580.9538677431
80,2024-04-12 00:00:00+00:00,76,-60892673039630394551,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7968,11065.706328155156,11126.599001194789,171904.66827064866
70,2024-04-11 00:00:00+00:00,64,55731437996095008200,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6802,19723.748479533344,19668.01704153725,149868.67262692295
79,2024-04-10 00:00:00+00:00,75,-53953669992385402795,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7042,12661.156251867445,12715.109921859828,126042.53899701609
70,2024-04-09 00:00:00+00:00,62,17425350260009889448,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6665,8275.141185532657,8257.715835272647,147227.1192133836
133,2024-04-08 00:00:00+00:00,121,-14030451816574013258,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6809,22565.897302462745,22579.92775427932,144236.63843360008
65,2024-04-07 00:00:00+00:00,74,58654410675619247925,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5552,17288.092433372487,17229.43802269687,93835.32559600999
68,2024-04-06 00:00:00+00:00,65,1096371672762444195,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5378,15607.994871796753,15606.898500123987,33751.04445330628
102,2024-04-05 00:00:00+00:00,101,-925608472343146757,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6710,19660.315067614152,19661.24067608649,87500.89517073294
58,2024-04-04 00:00:00+00:00,50,-6117013684881275335,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6150,7199.195393602103,7205.312407286984,67667.69136825658
67,2024-04-03 00:00:00+00:00,65,1943529728884973268,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6424,17095.669204440946,17093.72567471206,76185.90482395628
102,2024-04-02 00:00:00+00:00,103,10792832458931605314,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8225,12903.712076640875,12892.919244181943,115437.76741457864
107,2024-04-01 00:00:00+00:00,100,-7834723145579398952,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7031,20327.737126049105,20335.57184919468,80623.75460301746
59,2024-03-31 00:00:00+00:00,47,-51930099188557211893,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6001,7544.997974696562,7596.9280738851185,49667.29168455252
54,2024-03-30 00:00:00+00:00,51,50160336468177083647,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6271,7080.316122487278,7030.155786019101,39912.363464383176
57,2024-03-29 00:00:00+00:00,54,-326050167967382075,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6529,9718.66705062373,9718.9931007917,65349.858335339355
50,2024-03-28 00:00:00+00:00,53,2713591000881046624,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6390,11518.622332384035,11515.908741383157,75957.15337654033
72,2024-03-27 00:00:00+00:00,69,-2960286190716837212,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6687,11793.303351957942,11796.263638148659,100084.82773713395
78,2024-03-26 00:00:00+00:00,75,-3034556102204260524,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6720,13033.546387724406,13036.58094382661,116792.57294158684
108,2024-03-25 00:00:00+00:00,104,8340310495330529586,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6920,18150.590803275278,18142.25049277995,98023.75341490253
67,2024-03-24 00:00:00+00:00,54,-121774369024960959,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5906,10023.603337731784,10023.72511210081,62142.51020171874
55,2024-03-23 00:00:00+00:00,50,534191000279957283,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5632,9234.318332856528,9233.784141856248,63560.125870203665
108,2024-03-22 00:00:00+00:00,107,242577408956203813,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7301,11272.650791865697,11272.408214456742,145657.30519016847
84,2024-03-21 00:00:00+00:00,78,-256359379777085713,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7133,15423.5355076801,15423.791867059876,146501.49906774805
170,2024-03-20 00:00:00+00:00,170,-5878696491484514771,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9907,15962.498647202598,15968.377343694083,250792.26298355663
194,2024-03-19 00:00:00+00:00,199,-533900705013361849,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,10075,11089.777487290863,11090.311387995875,207587.57679575536
74,2024-03-18 00:00:00+00:00,63,8912880088527002848,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7493,8233.732411146675,8224.819531058147,122900.3694932096
108,2024-03-17 00:00:00+00:00,84,-1391916351912857276,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7175,8739.553352893363,8740.945269245276,91049.95172925889
104,2024-03-16 00:00:00+00:00,97,997981164197060229,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7564,12872.878048866643,12871.880067702446,118506.95165811734
115,2024-03-15 00:00:00+00:00,107,156856759334984130,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,9214,5366.338083878157,5366.181227118823,258610.56185836968
77,2024-03-14 00:00:00+00:00,69,536808822962887147,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7119,5313.8784609072,5313.3416520842375,129364.38013450935
81,2024-03-13 00:00:00+00:00,79,-793174693539194745,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5881,8303.231871669825,8304.025046363364,90293.46519488796
68,2024-03-12 00:00:00+00:00,63,-5821672395768273352,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6050,4661.4204918298055,4667.242164225573,131444.50916429696
89,2024-03-11 00:00:00+00:00,81,2217005590461566529,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5991,9722.633388881985,9720.416383291522,111656.99853885084
43,2024-03-10 00:00:00+00:00,48,-27133928191335960074,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5469,5205.5841005413795,5232.718028732715,78432.57277117603
56,2024-03-09 00:00:00+00:00,47,9131259518624843002,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5232,3556.514444506617,3547.383184987993,36997.71569480658
67,2024-03-08 00:00:00+00:00,67,-2809643351175064152,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5586,1527.2423443871578,1530.0519877383329,82131.86851873367
48,2024-03-07 00:00:00+00:00,39,-2025703887142362996,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5430,1794.0840488546921,1796.1097527418344,94019.3876352484
84,2024-03-06 00:00:00+00:00,70,2379840220464519948,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7207,7238.998175955763,7236.618335735299,173519.43086512934
113,2024-03-05 00:00:00+00:00,93,-2554619603688490047,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,7136,2014.503242935252,2017.05786253894,180279.1673340191
86,2024-03-04 00:00:00+00:00,61,-11572698489258100392,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5467,2052.620653102175,2064.193351591433,90428.38279451334
51,2024-03-03 00:00:00+00:00,45,2048155881557965428,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5172,7480.987600828249,7478.939444946692,79243.37058976608
46,2024-03-02 00:00:00+00:00,39,5325564333682538539,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,5298,5097.152030631484,5091.826466297802,66740.9239718134
43,2024-03-01 00:00:00+00:00,34,-19144919782134918420,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,6357,3207.895106854735,3227.0400266368697,83161.98178664525
